job_nm|month_pay|job_loc|co_id|co_nm|co_ownership|co_ee_size|co_link|co_industry|co_add|co_desc
房产销售|8001-10000|北京-朝阳区|CC631258223|北京弗瑞斯凯国际投资咨询有限公司|['民营']|['20-99人']|[]|['北京市朝阳区管庄司辛庄路13号光合空间产业园4层']|[]|[<Element div at 0x1076b4868>]
（加拿大温哥华）私人家庭中文老师|15001-20000|北京|CC665727224|九州开元投资管理(北京)有限公司|['民营']|['20-99人']|['http://null']|['基金/证券/期货/投资']|['北京市朝阳区光华东里8号，中海大厦南楼9层0912室']|[<Element div at 0x107677048>]
房产销售经理|4001-6000|北京-朝阳区|CC631258223|北京弗瑞斯凯国际投资咨询有限公司|['民营']|['20-99人']|[]|['北京市朝阳区管庄司辛庄路13号光合空间产业园4层']|[]|[<Element div at 0x107677458>]
欧洲项目人员|10001-15000|北京|CC631258223|北京弗瑞斯凯国际投资咨询有限公司|['民营']|['20-99人']|[]|['北京市朝阳区管庄司辛庄路13号光合空间产业园4层']|[]|[<Element div at 0x107677458>]
汽车,金融业务总监|15001-20000|北京-朝阳区|CC475506927|北京滚雷电子商务有限公司|['民营']|['20-99人']|['http://www.gunlei.com']|['互联网/电子商务,贸易/进出口,汽车/摩托车']|['北京市朝阳区三里屯soho办公A座1701室']|[<Element div at 0x107677048>]
经营管理部部长（, 安哥拉）|15000-20000|北京|CC354031618|华泰汽车集团有限公司|['民营']|['1000-9999人']|['http://www.hawtaimotor.com/']|['其他,汽车/摩托车,房地产/建筑/建材/工程']|['北京市朝阳区立水桥甲9号']|[<Element div at 0x1076776d8>]
留学人才招聘|6001-8000|北京-昌平区|CC154181015|万华生态板业股份有限公司|['国企']|['500-999人']|['http://www.whstby.cn']|['加工制造（原料加工/模具）,大型设备/机电设备/重工业,房地产/建筑/建材/工程']|['北京市昌平区科技园区星火街5号102200']|[<Element div at 0x107677958>]
网络营销推广专员|8001-10000|北京|CC443587913|北京汇真网络传媒科技有限公司|['外商独资']|['100-499人']|['http://lexo.com nativeads.com catchingmedia.com']|['互联网/电子商务,IT服务(系统/数据/维护),广告/会展/公关,学术/科研']|['北京市海淀区知春路76号翠宫饭店西写字楼二层']|[<Element div at 0x107677778>]
美国Epicenter Network Inc（亚洲）公司,业务助理|8001-10000|北京|CC443587913|北京汇真网络传媒科技有限公司|['外商独资']|['100-499人']|['http://lexo.com nativeads.com catchingmedia.com']|['互联网/电子商务,IT服务(系统/数据/维护),广告/会展/公关,学术/科研']|['北京市海淀区知春路76号翠宫饭店西写字楼二层']|[<Element div at 0x107677098>]
商务经理 渠道经理|10001-15000|北京-朝阳区|CC631230826|北京指掌易科技有限公司|['民营']|['100-499人']|['http://www.zhizhangyi.com']|['互联网/电子商务,计算机软件,IT服务(系统/数据/维护)']|['朝阳区大屯里317号金泉时代3号楼1610室']|[<Element div at 0x1076779a8>]
房产置业顾问/电话销售代表/销售代表|6001-8000|北京|CC492279420|高锐(北京)房地产经纪有限公司|['合资']|['20-99人']|['http://www.gloryre.com']|['中介服务,房地产/建筑/建材/工程,物业管理/商业中心']|['北京市朝阳区朝阳门外大街20号联合大厦810']|[<Element div at 0x1076cfd18>]
社交媒体运营专员|6001-8000|北京|CC622819527|北京乐可互动科技有限公司|['民营']|['20-99人']|['http://www.ilinkone.com']|['互联网/电子商务,广告/会展/公关,IT服务(系统/数据/维护)']|['北京市东城区东四十条南新仓商务大厦A座607']|[<Element div at 0x107670d68>]
事业部项目助理|6001-8000|北京|CC202780811|北京佳益工程咨询有限公司|['民营']|['100-499人']|['http://www.jyecc.com']|['专业服务/咨询(财会/法律/人力资源等),房地产/建筑/建材/工程']|['北京市西城区宣武门西大街28院-7大成广场8007室']|[<Element div at 0x106baedb8>]
发行销售|8001-10000|北京|CC704342527|北京杰外动漫文化股份有限公司|['股份制企业']|['20-99人']|['http://null']|['媒体/出版/影视/文化传播,互联网/电子商务']|['北京市朝阳区八里庄北里129号保利东方中心']|[<Element div at 0x107670688>]
联络员|8000-8000|北京|CC281427833|北京星之窗文化发展有限公司|['民营']|['20-99人']|[]|['北京市朝阳区顺白路133号万荷艺术区2号院17号楼1层']|[]|[<Element div at 0x1076a8e08>]
营销行政专员|4001-6000|北京-海淀区|CC000289844|北京语言大学出版社|['国企']|['100-499人']|['http://www.blcup.com']|['媒体/出版/影视/文化传播,教育/培训/院校,学术/科研']|['海淀区学院路15号']|[<Element div at 0x1076cfc78>]
商务|10001-15000|北京-朝阳区|CC431382519|优尼影视文化传媒(北京)有限公司|['民营']|['20-99人']|['http://www.yoouni.com']|['媒体/出版/影视/文化传播,互联网/电子商务,娱乐/体育/休闲']|['北京市朝阳区八里桥音乐主题公园内中国电影产业园']|[<Element div at 0x1076779f8>]
人事专员（英语方向）[SHLK17.0126]|6000-8000|北京|CC391263920|上海莱康信息科技发展有限公司|['民营']|['100-499人']|[]|['上海市松江区九亭镇九新公路339号1幢13楼-250']|[]|[<Element div at 0x1076a8e08>]
混凝土外加剂工程师|10001-15000|北京|CC203636929|北京厚德交通科技有限公司|['民营']|['20-99人']|['http://www.chinahoude.com']|['交通/运输']|['北京市通州区临河里华业东方玫瑰B1区3单元902']|[<Element div at 0x1076a8e08>]
混凝土外加剂复配生产人员|8001-10000|北京|CC203636929|北京厚德交通科技有限公司|['民营']|['20-99人']|['http://www.chinahoude.com']|['交通/运输']|['北京市通州区临河里华业东方玫瑰B1区3单元902']|[<Element div at 0x1076a8e08>]
Media buy/,广告优化师|10001-15000|北京|CC345419337|重庆阿莫比科技有限公司|['民营']|['100-499人']|[]|['渝中区大溪沟星都大厦5楼']|[]|[<Element div at 0x107670c78>]
市场部日本区域专员|8001-10000|北京-朝阳区|CC131023353|北京欣维尔玻璃仪器有限公司|['外商独资']|['100-499人']|['http://www.xinweier.com']|['仪器仪表及工业自动化,学术/科研,互联网/电子商务,医疗设备/器械']|['北京市昌平区兴寿镇工业园中部北京欣维尔玻璃仪器有限公司']|[<Element div at 0x107670bd8>]
房产培训讲师|8001-10000|北京|CC646805527|北京众信泰富投资担保有限公司|['股份制企业']|['100-499人']|['http://www.movenomove.com']|['房地产/建筑/建材/工程,中介服务,信托/担保/拍卖/典当']|['北京朝阳区建国路91号金地中心A座805-807']|[<Element div at 0x106bb3ef8>]
技术工程师|3500-5000|北京-朝阳区|CC137895598|北京金橙子科技股份有限公司|['民营']|['100-499人']|['http://www.bjjcz.com']|['电子技术/半导体/集成电路,计算机软件']|['北京市朝阳区酒仙桥东路一号M3楼一层东侧']|[<Element div at 0x106bb3f48>]
销售助理|3000-4000|北京-朝阳区|CC137895598|北京金橙子科技股份有限公司|['民营']|['100-499人']|['http://www.bjjcz.com']|['电子技术/半导体/集成电路,计算机软件']|['北京市朝阳区酒仙桥东路一号M3楼一层东侧']|[<Element div at 0x10766d138>]
市场经理（,）|10001-15000|北京-大兴区|CC487580738|泰豪国际工程有限公司|['民营']|['20-99人']|[]|['北京市北京经济技术开发区运成街2号A座6层']|[]|[<Element div at 0x10766d638>]
工程项目经理（,机构部）|10001-15000|北京-大兴区|CC487580738|泰豪国际工程有限公司|['民营']|['20-99人']|[]|['北京市北京经济技术开发区运成街2号A座6层']|[]|[<Element div at 0x10766d5e8>]
代理结算(J10194)|2001-4000|北京-朝阳区|CC000420199|嘉里大通物流有限公司|['合资']|['1000-9999人']|['http://www.kerryeas.com']|['交通/运输']|['北京朝阳区东三环北路霄云路21号嘉里大通大厦']|[<Element div at 0x10766d138>]
房产置业顾问|6001-8000|北京|CZ754148970|海际悦家(北京)信息技术有限公司|['民营']|['20人以下']|[]|['望京SOHO\xa0T2\xa0A座\xa00802']|[]|[<Element div at 0x10766de08>]
报关跟单员|5000-8000|北京|CC464464312|北京联动天翼科技股份有限公司|['合资']|['100-499人']|['http://www.linkdata.com.cn']|['通信/电信运营、增值服务,通信/电信/网络设备']|['北京市海淀区紫雀路33号联动天翼大厦']|[<Element div at 0x10766d138>]
客户经理|10000-20000|北京|CC464464312|北京联动天翼科技股份有限公司|['合资']|['100-499人']|['http://www.linkdata.com.cn']|['通信/电信运营、增值服务,通信/电信/网络设备']|['北京市海淀区紫雀路33号联动天翼大厦']|[<Element div at 0x10766de08>]
销售主管|20001-30000|北京|CC464464312|北京联动天翼科技股份有限公司|['合资']|['100-499人']|['http://www.linkdata.com.cn']|['通信/电信运营、增值服务,通信/电信/网络设备']|['北京市海淀区紫雀路33号联动天翼大厦']|[<Element div at 0x10766d4f8>]
服务工程师|8000-15000|北京|CC464464312|北京联动天翼科技股份有限公司|['合资']|['100-499人']|['http://www.linkdata.com.cn']|['通信/电信运营、增值服务,通信/电信/网络设备']|['北京市海淀区紫雀路33号联动天翼大厦']|[<Element div at 0x10766dd68>]
部客服|5000-8000|北京|CC133109472|北京群航国际货运代理有限公司|['合资']|['20-99人']|['http://www.sky-faith.com']|['交通/运输']|['北京市顺义区南法信物流园八街9号林吉大厦B508']|[<Element div at 0x10766d4f8>]
韩语,管培生（,拓展经理方向）|5000-10000|北京|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x1076ca908>]
广告设计师|6000-12000|北京-朝阳区|CC342492685|北京裂变科技有限公司|['合资']|['100-499人']|['http://null']|['互联网/电子商务']|['北京市朝阳区北苑路甲13号院北辰首座大厦1塔14层']|[<Element div at 0x1076caef8>]
服务器运维工程师（,项目,薪资可谈）|15000-25000|北京-朝阳区|CC366307621|北京聚思信息咨询有限公司|['民营']|['20-99人']|[]|['北京市朝阳区东四环中路60号远洋国际中心C座801']|[]|[<Element div at 0x1076caea8>]
销售-小漫科技-业务线|15001-20000|北京|CC120116927|北京神州泰岳软件股份有限公司|['民营']|['1000-9999人']|['http://www.ultrapower.com.cn']|['IT服务(系统/数据/维护),计算机硬件,计算机软件,互联网/电子商务']|['北京市朝阳区北苑路甲13号院1号楼22层']|[<Element div at 0x10766f598>]
客服-小漫科技|8001-10000|北京|CC120116927|北京神州泰岳软件股份有限公司|['民营']|['1000-9999人']|['http://www.ultrapower.com.cn']|['IT服务(系统/数据/维护),计算机硬件,计算机软件,互联网/电子商务']|['北京市朝阳区北苑路甲13号院1号楼22层']|[<Element div at 0x10766d278>]
发行经理|8000-10000|北京-朝阳区|CC142705368|华夏视听环球传媒(北京)股份有限公司|['股份制企业']|['20-99人']|[]|['北京市朝阳区建国路93号万达广场12号楼22层']|[]|[<Element div at 0x10766d228>]
医疗客服，咨询，商务通套电，（有五险一金）做的,医疗市场|4000-8000|北京|CC220033689|北京云医互联科技有限公司|['民营']|['20-99人']|['http://www.yunyihw.com']|['互联网/电子商务,计算机软件']|['北京市朝阳区霄云中心B座1608室']|[<Element div at 0x10766da48>]
商务拓展专员／助理|6001-8000|北京|CC328411483|北京棕榈创想科技有限公司|['民营']|['20-99人']|[]|['北京市海淀区上地东路35号颐泉汇大厦b座622-627']|[]|[<Element div at 0x10766da48>]
BD总监/经理 （美妆）|10001-15000|北京|CZ761440370|北京亿恒咨询有限公司|['合资']|['20-99人']|['http://www.glorytrade.hk/']|['互联网/电子商务']|['合生麒麟社']|[<Element div at 0x1076ca868>]
移动广告运营专员|6000-10000|北京|CC666492721|北京金石创娱网络科技有限公司|['民营']|['20-99人']|['http://null']|['计算机软件']|['北京市海淀区中关村']|[<Element div at 0x1076caae8>]
结算会计（Accountant of overseas settlement）|5500-7000|北京-顺义区|CC262404924|日通国际物流(中国)有限公司|['合资']|['100-499人']|['http://www.nipponexpress-china.com']|['交通/运输']|['北京市顺义区顺平路566号航港国际大厦E508']|[<Element div at 0x1076caae8>]
影视版权采购经理|10000-20000|北京|CC334009483|京玖国生(北京)文化传播有限公司|['民营']|['20人以下']|[]|['北京市朝阳区建国路万达广场4号楼3301']|[]|[<Element div at 0x10766d318>]
售后工程师（英语口语良好）|6001-8000|北京|CC131760724|北京新科以仁科技发展有限公司|['民营']|['100-499人']|['http://www.sincoheren.com']|['医疗设备/器械,医疗/护理/美容/保健/卫生服务']|['北京市西直门外大街43号金运大厦A座4层']|[<Element div at 0x10766ddb8>]
【,产品经理】 国内某上市网络安全解决方案公司(217175)|15001-20000|北京|CC438861519|北京谷英技术咨询服务有限公司|['民营']|['20-99人']|['http://www.gr-r.com']|['专业服务/咨询(财会/法律/人力资源等),中介服务']|['北京市朝阳区东三环中路建外SOHO6号楼1106']|[<Element div at 0x10766d138>]
（驻加拿大）,市场分析 拓展经理|15000-30000|北京|CC592584026|英斯特哈博(北京)科技有限公司|['民营']|['20-99人']|[]|['北京朝阳区朝外sohoA座807']|[]|[<Element div at 0x10766d318>]
事业部总经理|60000-90000|北京|CC424780286|北京长空建设有限公司|['民营']|['20-99人']|[]|['北京长空建设有限公司']|[]|[<Element div at 0x106bb3e08>]
电视剧版权采购经理|15001-20000|北京|CC451993980|北京乐享云星影业文化发展有限公司|['民营']|['20-99人']|[]|['北京市朝阳区三间房乡西柳村中街甲8号A栋二层011号']|[]|[<Element div at 0x10766d138>]
动漫版权采购经理|15001-20000|北京|CC451993980|北京乐享云星影业文化发展有限公司|['民营']|['20-99人']|[]|['北京市朝阳区三间房乡西柳村中街甲8号A栋二层011号']|[]|[<Element div at 0x10766de08>]
副总裁助理（,部）|6001-8000|北京|CC451993980|北京乐享云星影业文化发展有限公司|['民营']|['20-99人']|[]|['北京市朝阳区三间房乡西柳村中街甲8号A栋二层011号']|[]|[<Element div at 0x10766df48>]
销售/通信行业|6001-8000|北京-昌平区|CC144181079|北京星海星科技发展有限公司|['民营']|['20-99人']|[]|['北京市昌平区回龙观二拨子龙祥制版工业园2号院2号楼3层301']|[]|[<Element div at 0x10766df48>]
